inputSize,delta
7,0.0138282776
7,0.2896785736
7,0.1397132874
7,0.0336170197
7,0.1125335693
7,0.1709461212
7,0.0863075256
7,0.0813007355
7,0.0519752502
7,0.0112056732
7,0.1616477966
7,0.3871917725
7,0.2124309540
7,0.0879764557
7,0.0846385956
7,0.0572204590
7,0.0545978546
7,0.0398159027
7,0.0271797180
7,0.0984668732
7,0.0104904175
7,0.0634193420
7,0.0524520874
7,0.2067089081
7,0.1118183136
7,0.0946521759
7,0.0336170197
7,0.5645751953
7,0.0545978546
7,0.0023841858
7,0.0109672546
7,0.0975131989
7,0.0684261322
7,0.0245571136
7,0.0596046448
7,0.2372264862
7,0.0257492065
7,0.5280971527
7,0.0226497650
7,0.2257823944
7,0.6620883942
7,0.2033710480
7,0.0591278076
7,0.1366138458
7,0.4346370697
7,0.3027915955
7,0.2808570862
7,0.1187324524
7,0.2374649048
7,0.0908374786
7,0.2853870392
7,0.0610351562
7,0.0536441803
7,0.0915527344
7,0.0247955322
7,0.1206398010
7,0.2036094666
7,0.3800392151
7,0.1981258392
7,0.0071525574
7,0.3767013550
7,0.0760555267
7,0.1826286316
7,0.2708435059
7,0.0262260437
7,0.4990100861
7,0.2863407135
7,0.6656646729
7,0.1142024994
7,0.0426769257
7,0.1051425934
7,0.1494884491
7,0.2274513245
7,0.1590251923
7,0.2689361572
7,0.0092983246
7,0.0495910645
7,0.0162124634
7,0.1049041748
7,0.0674724579
7,0.0936985016
7,0.1125335693
7,0.0250339508
7,0.2298355103
7,0.4305839539
7,0.0844001770
7,0.1204013824
7,0.3552436829
7,0.1606941223
7,0.4138946533
7,0.0073909760
7,0.1275539398
7,0.7355213165
7,0.1907348633
7,0.1215934753
7,0.0193119049
7,0.1046657562
7,0.2198219299
7,0.0901222229
7,0.0588893890
7,0.1237392426
7,0.1606941223
7,0.0977516174
7,0.0946521759
7,0.0281333923
7,0.2520084381
7,0.2219676971
7,0.5033016205
7,0.0689029694
7,0.0431537628
7,1.0216236115
7,0.1180171967
7,0.3027915955
7,0.0674724579
7,0.3478527069
7,0.1058578491
7,0.1704692841
7,0.3898143768
7,0.1916885376
7,0.0472068787
7,0.0636577606
7,0.2386569977
7,0.1614093781
7,0.0336170197
7,0.2567768097
7,0.4386901855
7,0.0953674316
7,0.0975131989
7,0.0171661377
7,0.0894069672
7,0.2624988556
7,0.2293586731
7,0.1368522644
7,0.2756118774
7,0.0495910645
7,0.3910064697
7,0.0207424164
7,0.2181529999
7,0.1540184021
7,0.2713203430
7,0.0798702240
7,0.0743865967
7,0.1308917999
7,0.0045299530
7,0.0426769257
7,0.0996589661
7,0.0128746033
7,0.3960132599
7,0.3306865692
7,0.0350475311
7,0.0233650208
7,0.0355243683
7,0.4074573517
7,0.0185966492
7,0.1993179321
7,0.1893043518
7,0.4556179047
7,0.0088214874
7,0.0140666962
7,0.3154277802
7,0.0121593475
7,0.0910758972
7,0.1595020294
7,0.0071525574
7,0.0026226044
7,0.1225471497
7,1.4433860779
7,0.4796981812
7,0.1132488251
7,0.1871585846
7,0.0915527344
7,0.0104904175
7,0.7872581482
7,0.1525878906
7,0.1249313354
7,0.2522468567
7,0.2300739288
7,0.0677108765
7,0.3900527954
7,0.0753402710
7,0.2362728119
7,0.0207424164
7,0.0398159027
7,0.2834796906
7,0.2002716064
7,0.2751350403
7,0.4217624664
7,0.0231266022
7,0.0860691071
7,0.0462532043
7,0.3428459167
7,0.1373291016
7,0.3285408020
7,0.1502037048
7,0.3633499146
7,0.1454353333
7,0.1509189606
8,0.3311634064
8,1.6431808472
8,1.4221668243
8,0.4160404205
8,0.1716613770
8,0.5667209625
8,1.3554096222
8,1.6593933105
8,1.0671615601
8,0.2317428589
8,0.3514289856
8,2.0656585693
8,0.2591609955
8,2.7072429657
8,0.1614093781
8,0.5190372467
8,0.0219345093
8,0.1089572906
8,6.9677829742
8,0.0643730164
8,5.0055980682
8,3.6838054657
8,0.6458759308
8,2.2628307343
8,4.1425228119
8,0.5078315735
8,1.7235279083
8,0.1084804535
8,3.7386417389
8,0.4301071167
8,2.0337104797
8,0.2055168152
8,0.0870227814
8,0.0159740448
8,0.9448528290
8,0.5748271942
8,1.3186931610
8,0.0450611115
8,0.1993179321
8,0.5254745483
8,0.0512599945
8,0.6031990051
8,3.8137435913
8,1.6901493073
8,0.5223751068
8,0.7200241089
8,0.1728534698
8,0.6079673767
8,2.0451545715
8,0.6453990936
8,0.1749992371
8,3.3771991730
8,1.1501312256
8,0.0901222229
8,3.4523010254
8,0.9515285492
8,0.2315044403
8,0.9570121765
8,0.2276897430
8,0.7176399231
8,1.4622211456
8,2.2034645081
8,0.6954669952
8,0.8370876312
8,0.1246929169
8,1.2032985687
8,1.4872550964
8,1.4595985413
8,0.4594326019
8,0.2033710480
8,0.8370876312
8,0.4417896271
8,0.5762577057
8,0.8194446564
8,2.8102397919
8,0.8282661438
8,0.3905296326
8,0.9024143219
8,0.4916191101
8,0.1499652863
8,1.3604164124
8,0.0689029694
8,2.8686523438
8,1.3740062714
8,0.6330013275
8,0.0200271606
8,3.9033889771
8,5.3958892822
8,0.0066757202
8,1.2550354004
8,1.2612342834
8,0.5257129669
8,3.8769245148
8,2.5599002838
8,2.3279190063
8,1.0807514191
8,9.8516941071
8,0.1862049103
8,0.0383853912
8,0.2510547638
8,3.3781528473
8,3.0577182770
8,3.6156177521
8,1.1849403381
8,0.2117156982
8,2.1264553070
8,2.6526451111
8,3.0286312103
8,2.8595924377
8,0.1881122589
8,1.8696784973
8,1.1558532715
8,3.2398700714
8,1.6806125641
8,1.2602806091
8,1.4114379883
8,0.5722045898
8,1.2323856354
8,0.3423690796
8,1.1913776398
8,1.0032653809
8,1.2564659119
8,1.2354850769
8,1.3949871063
8,0.2238750458
8,2.9304027557
8,1.8634796143
8,2.7503967285
8,0.0045299530
8,3.3247470856
8,0.4928112030
8,1.1639595032
8,1.0938644409
8,0.4470348358
8,2.8641223907
8,4.0051937103
8,0.0309944153
8,5.0323009491
8,2.7110576630
8,0.4081726074
8,0.1246929169
8,0.9014606476
8,0.6930828094
8,0.7412433624
8,0.9429454803
8,0.8130073547
8,1.2414455414
8,0.0231266022
8,1.1174678802
8,0.2315044403
8,2.1133422852
8,0.1323223114
8,1.0991096497
8,2.1417140961
8,0.0023841858
8,0.4227161407
8,1.2307167053
8,0.4765987396
8,0.1471042633
8,2.1905899048
8,1.7642974854
8,2.2735595703
8,1.2338161469
8,0.5657672882
8,0.4479885101
8,1.8200874329
8,0.1742839813
8,0.3128051758
8,1.4281272888
8,0.8397102356
8,2.1336078644
8,4.9717426300
8,0.5712509155
8,1.4340877533
8,1.2156963348
8,1.1909008026
8,13.9565467834
8,3.3724308014
8,0.5409717560
8,0.1790523529
8,1.4495849609
8,1.2519359589
8,1.2469291687
8,7.1041584015
8,0.3538131714
8,0.5891323090
8,0.0772476196
8,1.0666847229
8,0.6246566772
8,0.2784729004
8,1.5847682953
8,1.0750293732
8,0.1113414764
8,1.3756752014
8,1.1863708496
8,1.8141269684
8,3.1301975250
8,1.5616416931
8,0.3776550293
8,2.9096603394
8,1.2886524200
8,0.7328987122
8,0.9410381317
8,1.7924308777
8,1.9557476044
8,1.2876987457
8,0.4267692566
8,2.1092891693
8,0.4529953003
8,3.9653778076
8,1.3482570648
8,0.6988048553
8,0.2365112305
8,1.9359588623
8,1.3697147369
8,1.8692016602
8,1.1293888092
8,2.0530223846
8,0.3373622894
8,0.7631778717
8,0.7562637329
8,1.2974739075
8,1.4891624451
8,0.2837181091
8,0.0588893890
8,0.0467300415
8,1.8558502197
8,0.0660419464
8,0.0162124634
8,5.2814483643
8,0.5388259888
8,0.4913806915
8,2.1896362305
8,0.5190372467
8,0.4918575287
8,0.0748634338
8,3.1285285950
8,0.8552074432
8,2.4662017822
8,0.3213882446
8,1.8975734711
8,0.9870529175
8,1.3518333435
8,0.3306865692
8,1.0645389557
8,4.3137073517
8,0.2138614655
8,2.2404193878
8,1.9812583923
8,0.1139640808
9,6.0875415802
9,11.2943649292
9,7.6835155487
9,20.9240913391
9,34.5594882965
9,2.8641223907
9,80.8851718903
9,5.8839321136
9,2.5503635406
9,12.0871067047
9,31.0454368591
9,0.4441738129
9,45.6793308258
9,26.1213779449
9,3.3719539642
9,10.1852416992
9,5.3534507751
9,0.6203651428
9,3.0431747437
9,20.2214717865
9,57.9428672791
9,20.2746391296
9,2.9354095459
9,10.8716487885
9,44.5444583893
9,5.5611133575
9,4.0566921234
9,7.8172683716
9,15.6290531158
9,3.8144588470
9,7.7884197235
9,11.2738609314
9,13.8640403748
9,15.4674053192
9,2.4702548981
9,0.5059242249
9,6.1521530151
9,33.2908630371
9,4.1208267212
9,45.2451705933
9,2.3937225342
9,1.0659694672
9,4.9855709076
9,10.1320743561
9,2.2511482239
9,0.9806156158
9,30.5089950562
9,9.9229812622
9,7.1079730988
9,14.5111083984
9,13.5431289673
9,6.5288543701
9,3.7291049957
9,12.0840072632
9,21.7537879944
9,1.7488002777
9,7.0376396179
9,27.3389816284
9,0.2944469452
9,10.8289718628
9,38.3729934692
9,12.4421119690
9,34.5933437347
9,19.7269916534
9,8.9714527130
9,2.0747184753
9,4.0411949158
9,5.8946609497
9,9.0293884277
9,3.1416416168
9,2.6080608368
9,0.3645420074
9,7.0297718048
9,10.3566646576
9,3.1869411469
9,3.1321048737
9,11.8646621704
9,2.2141933441
9,7.2658061981
9,14.4598484039
9,10.4074478149
9,58.2501888275
9,12.2358798981
9,12.8300189972
9,0.2803802490
9,9.3362331390
9,18.6955928802
9,9.1326236725
9,7.1799755096
9,1.1932849884
9,0.7355213165
9,15.9366130829
9,11.9218826294
9,33.7269306183
9,1.6639232635
9,4.8422813416
9,26.1449813843
9,11.0659599304
9,28.7625789642
9,9.6564292908
9,23.5424041748
9,5.6736469269
9,20.8148956299
9,6.7510604858
9,1.7035007477
9,13.2358074188
9,26.6578197479
9,0.3683567047
9,13.1232738495
9,7.1058273315
9,0.5869865417
9,3.8745403290
9,4.2545795441
9,1.6305446625
9,16.2093639374
9,3.0777454376
9,5.4736137390
9,4.9524307251
9,23.2610702515
9,10.2133750916
9,20.4606056213
9,0.6690025330
9,7.9064369202
9,3.0951499939
9,22.1674442291
9,1.9631385803
9,18.9146995544
9,13.4551525116
9,7.9836845398
9,12.6318931580
9,1.6295909882
9,40.0214195251
9,34.9032878876
9,13.9634609222
9,0.9610652924
9,8.7246894836
9,0.7119178772
9,0.1966953278
9,0.3805160522
9,16.8101787567
9,31.5210819244
9,4.4035911560
9,8.7196826935
9,13.3216381073
9,3.3779144287
9,4.6756267548
9,10.1704597473
9,3.4115314484
9,45.5520153046
9,10.7891559601
9,5.7051181793
9,47.2733974457
9,9.6411705017
9,5.6033134460
9,2.0306110382
9,12.5279426575
9,7.5900554657
9,1.9867420197
9,4.0900707245
9,4.3983459473
9,0.2887248993
9,9.7289085388
9,29.8840999603
9,4.1010379791
9,37.8322601318
9,16.8859958649
9,23.9710807800
9,17.1506404877
9,5.7260990143
9,2.9194355011
9,7.1477890015
9,57.1873188019
9,0.9529590607
9,2.8009414673
9,3.0255317688
9,6.6118240356
9,0.6737709045
9,5.8941841125
9,9.0866088867
9,0.3831386566
9,10.3397369385
9,4.5697689056
9,16.6587829590
9,3.8187503815
9,19.7827816010
9,2.2366046906
9,3.5049915314
9,1.2290477753
9,9.3700885773
9,4.3065547943
9,27.4209976196
9,16.9525146484
9,0.9765625000
9,9.5763206482
9,5.9435367584
9,7.8217983246
9,47.7592945099
9,63.2293224335
9,5.9378147125
9,13.0856037140
9,7.6200962067
9,2.3832321167
9,27.6973247528
9,0.6434917450
9,11.0857486725
9,32.6542854309
9,2.7663707733
9,9.1187953949
9,8.8040828705
9,33.0162048340
9,2.9051303864
9,7.0388317108
9,1.8100738525
9,11.0993385315
9,8.7454319000
9,3.8177967072
9,3.7581920624
9,2.0577907562
9,11.3334655762
9,2.5260448456
9,1.0640621185
9,8.4311962128
9,46.0557937622
9,4.8861503601
9,59.6127510071
9,3.7579536438
9,3.8580894470
9,2.3112297058
9,5.1743984222
9,7.9896450043
9,20.2565193176
9,6.6626071930
9,4.8398971558
9,4.1048526764
9,5.3560733795
9,1.5017986298
9,14.5409107208
9,8.3944797516
9,3.4940242767
9,29.3583869934
9,46.6921329498
9,44.8188781738
9,52.2012710571
9,13.3950710297
9,11.8160247803
9,2.3744106293
9,8.6319446564
9,9.9322795868
9,5.8741569519
9,11.6784572601
10,60.2099895477
10,18.9692974091
10,387.4597549438
10,658.5497856140
10,42.8793430328
10,72.3161697388
10,53.2195568085
10,18.9020633698
10,51.6452789307
10,162.4162197113
10,52.0687103271
10,145.5566883087
10,73.4937191010
10,211.2312316895
10,45.2473163605
10,77.9466629028
10,28.7621021271
10,104.9463748932
10,77.3010253906
10,34.5253944397
10,249.5315074921
10,58.1502914429
10,22.3507881165
10,20.4875469208
10,57.1064949036
10,34.5692634583
10,89.3828868866
10,73.8091468811
10,247.1528053284
10,1.0013580322
10,18.5871124268
10,3.1116008759
10,16.6363716125
10,13.1549835205
10,37.6598834991
10,81.9828510284
10,7.7109336853
10,7.6394081116
10,245.2421188354
10,110.1353168488
10,92.1797752380
10,99.8034477234
10,92.3502445221
10,132.4279308319
10,108.2363128662
10,46.5974807739
10,33.8747501373
10,64.4149780273
10,115.6218051910
10,11.4846229553
10,72.4925994873
10,12.8157138824
10,169.2595481873
10,22.9723453522
10,58.0086708069
10,35.4936122894
10,28.1410217285
10,35.7811450958
10,123.9073276520
10,48.6094951630
10,216.4819240570
10,17.2271728516
10,1.1456012726
10,243.2072162628
10,193.3264732361
10,83.7421417236
10,9.3052387238
10,118.3235645294
10,387.2849941254
10,96.4915752411
10,6.7329406738
10,13.3330821991
10,18.9709663391
10,350.3520488739
10,19.8357105255
10,4.2011737823
10,180.3712844849
10,49.9358177185
10,21.9390392303
10,16.3340568542
10,35.1762771606
10,44.1946983337
10,259.0703964233
10,40.0936603546
10,5.3801536560
10,28.0344486237
10,187.9770755768
10,41.0039424896
10,73.5745429993
10,74.6927261353
10,9.1576576233
10,80.4686546326
10,16.1714553833
10,213.6270999908
10,18.2766914368
10,47.2798347473
10,150.5053043365
10,19.9334621429
10,476.7041206360
10,193.8004493713
10,61.1305236816
10,75.2162933350
10,376.5628337860
10,671.2830066681
10,13.4072303772
10,326.5087604523
10,379.0104389191
10,70.6305503845
10,82.7991962433
10,117.5706386566
10,32.8962802887
10,163.1786823273
10,109.2858314514
10,1.0480880737
10,14.4090652466
10,113.4426593781
10,2.8550624847
10,60.2574348450
10,27.0743370056
10,49.4537353516
10,15.3949260712
10,94.9354171753
10,27.2688865662
10,33.4947109222
10,1.3039112091
10,129.8470497131
10,0.0915527344
10,42.0241355896
10,311.9239807129
10,23.4549045563
10,48.7236976624
10,55.1018714905
10,300.7352352142
10,67.3985481262
10,2.8493404388
10,226.9113063812
10,194.9100494385
10,10.8218193054
10,48.1908321381
10,0.6875991821
10,9.3555450439
10,21.9240188599
10,135.5290412903
10,49.1285324097
10,29.9782752991
10,115.9269809723
10,33.6287021637
10,5.3119659424
10,133.6693763733
10,14.6381855011
10,3.5936832428
10,168.8933372498
10,266.7152881622
10,83.7795734406
10,66.9007301331
10,85.5963230133
10,33.1211090088
10,127.8409957886
10,18.3911323547
10,108.1843376160
10,46.0906028748
10,33.0760478973
10,20.1196670532
10,46.7586517334
10,32.0718288422
10,79.6375274658
10,151.0512828827
10,253.4060478210
10,61.7902278900
10,16.6294574738
10,70.6806182861
10,238.0197048187
10,7.4913501740
10,122.8215694427
10,2.0179748535
10,19.5264816284
10,22.5002765656
10,96.2355136871
10,675.2455234528
10,81.7515850067
10,96.0881710052
10,61.8162155151
10,55.8955669403
10,187.8485679626
10,53.1871318817
10,163.9041900635
10,137.1264457703
10,249.8927116394
10,107.7544689178
10,98.6018180847
10,54.8298358917
10,74.8116970062
10,7.1430206299
10,2.3369789124
10,483.0551147461
10,33.5967540741
10,25.2711772919
10,35.1948738098
10,55.2380084991
10,94.7468280792
10,21.2404727936
10,33.0986976624
10,184.3478679657
10,134.1586112976
10,57.7261447906
10,150.0525474548
10,40.4198169708
10,109.4105243683
10,633.1760883331
10,21.5246677399
10,84.2468738556
10,160.0890159607
10,113.1446361542
10,14.6110057831
10,80.7354450226
10,19.5181369781
10,69.2353248596
10,265.9306526184
10,19.6681022644
10,73.7314224243
10,72.7548599243
10,130.3780078888
10,107.5997352600
10,166.6100025177
10,28.7270545959
10,66.5678977966
10,16.9255733490
10,7.5094699860
10,2.7151107788
10,21.6188430786
10,44.0874099731
10,33.2524776459
10,218.2002067566
10,13.2699012756
10,15.8398151398
10,48.4454631805
10,65.0715827942
10,17.4751281738
10,60.7500076294
10,89.1263484955
10,131.0179233551
10,150.6874561310
10,43.4958934784
10,16.4823532104
10,170.2961921692
10,128.9036273956
10,219.3176746368
10,305.4215908051
10,73.7812519073
10,332.8073024750
11,483.5431575775
11,758.7971687317
11,1841.3834571838
11,249.2585182190
11,92.4124717712
11,6195.1930522919
11,284.2385768890
11,238.6839389801
11,417.0579910278
11,75.4690170288
11,165.6532287598
11,1446.2544918060
11,198.5738277435
11,1838.2220268250
11,708.6994647980
11,1241.7025566101
11,1975.0509262085
11,564.2130374908
11,1518.9068317413
11,336.9784355164
11,155.3468704224
11,63.0517005920
11,401.1559486389
11,1037.0776653290
11,1074.9442577362
11,873.5771179199
11,941.8399333954
11,54.0840625763
11,1639.9378776550
11,1318.5513019562
11,523.7421989441
11,1355.5736541748
11,1048.6013889313
11,307.0163726807
11,1094.9082374573
11,349.8547077179
11,450.5014419556
11,382.0235729218
11,370.6669807434
11,1453.5868167877
11,339.9820327759
11,391.0698890686
11,4267.2328948975
11,2420.8869934082
11,466.1407470703
11,452.9786109924
11,408.6670875549
11,187.4880790710
11,555.4687976837
11,773.8108634949
11,811.6929531097
11,63.7643337250
11,426.4004230499
11,1199.2907524109
11,1749.9268054962
11,1637.9194259644
11,1056.8108558655
11,926.5964031219
11,568.8006877899
11,48.2733249664
11,1048.0887889862
